2025-12-24 14:22:41 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-24 16:06:38 | INFO | ai_service.pipelines.verification:__init__:50 | Loading News Classifier: mrm8488/bert-tiny-finetuned-fake-news-detection
2025-12-24 16:06:52 | INFO | ai_service.pipelines.verification:__init__:65 | Verification pipeline initialized
2025-12-24 16:06:55 | INFO | ai_service.models.classifier:classify:139 | Classified as 'nonsense' with confidence 0.997
2025-12-24 16:06:56 | INFO | ai_service.models.classifier:classify:139 | Classified as 'civic issue' with confidence 0.500
2025-12-24 16:08:15 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-24 16:08:28 | INFO | ai_service.api:get_verification_pipeline:149 | Initializing verification pipeline
2025-12-24 16:08:28 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-24 16:08:28 | INFO | ai_service.pipelines.verification:__init__:42 | Loading Report Classifier: typeform/distilbert-base-uncased-mnli
2025-12-24 16:08:28 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: typeform/distilbert-base-uncased-mnli
2025-12-24 16:08:29 | INFO | ai_service.models.classifier:__init__:54 | Classifier loaded successfully on cpu
2025-12-24 16:08:29 | INFO | ai_service.pipelines.verification:__init__:50 | Loading News Classifier: mrm8488/bert-tiny-finetuned-fake-news-detection
2025-12-24 16:08:31 | INFO | ai_service.pipelines.verification:__init__:65 | Verification pipeline initialized
2025-12-24 16:08:34 | INFO | ai_service.models.classifier:classify:139 | Classified as 'nonsense' with confidence 0.972
2025-12-24 16:08:35 | INFO | ai_service.models.classifier:classify:139 | Classified as 'nonsense' with confidence 0.516
2025-12-24 16:09:51 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-24 16:09:56 | INFO | ai_service.api:get_verification_pipeline:149 | Initializing verification pipeline
2025-12-24 16:09:56 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-24 16:09:56 | INFO | ai_service.pipelines.verification:__init__:42 | Loading Report Classifier: typeform/distilbert-base-uncased-mnli
2025-12-24 16:09:56 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: typeform/distilbert-base-uncased-mnli
2025-12-24 16:09:58 | INFO | ai_service.models.classifier:__init__:54 | Classifier loaded successfully on cpu
2025-12-24 16:09:58 | INFO | ai_service.pipelines.verification:__init__:50 | Loading News Classifier: mrm8488/bert-tiny-finetuned-fake-news-detection
2025-12-24 16:09:59 | INFO | ai_service.pipelines.verification:__init__:65 | Verification pipeline initialized
2025-12-24 16:10:03 | INFO | ai_service.models.classifier:classify:139 | Classified as 'Nonsense' with confidence 0.686
2025-12-24 16:10:04 | INFO | ai_service.models.classifier:classify:139 | Classified as 'Nonsense' with confidence 0.972
2025-12-24 16:10:57 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-24 16:11:04 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-24 16:19:02 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-24 16:19:07 | ERROR | ai_service.api:fact_check_news:406 | Fact-checking endpoint error: name 'factcheck_pipeline' is not defined
2025-12-24 16:19:08 | ERROR | ai_service.api:fact_check_news:406 | Fact-checking endpoint error: name 'factcheck_pipeline' is not defined
2025-12-24 16:19:09 | ERROR | ai_service.api:fact_check_news:406 | Fact-checking endpoint error: name 'factcheck_pipeline' is not defined
2025-12-24 16:19:10 | INFO | ai_service.api:get_verification_pipeline:149 | Initializing Verification Pipeline (Lazy Loading)...
2025-12-24 16:19:10 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-24 16:19:10 | INFO | ai_service.pipelines.verification:__init__:42 | Loading Report Classifier: typeform/distilbert-base-uncased-mnli
2025-12-24 16:19:10 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: typeform/distilbert-base-uncased-mnli
2025-12-24 16:19:13 | INFO | ai_service.models.classifier:__init__:54 | Classifier loaded successfully on cpu
2025-12-24 16:19:13 | INFO | ai_service.pipelines.verification:__init__:50 | Loading News Classifier: mrm8488/bert-tiny-finetuned-fake-news-detection
2025-12-24 16:19:15 | INFO | ai_service.pipelines.verification:__init__:65 | Verification pipeline initialized
2025-12-24 16:19:17 | INFO | ai_service.models.classifier:classify:139 | Classified as 'nonsense' with confidence 0.997
2025-12-24 16:19:17 | ERROR | ai_service.api:verify_civic_report:389 | Report verification error: 1 validation error for VerificationResponse
success
  Field required [type=missing, input_value={'status': 'nonsense', 'i...89, 'explanation': None}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.6/v/missing
2025-12-24 16:19:18 | INFO | ai_service.models.classifier:classify:139 | Classified as 'nonsense' with confidence 0.996
2025-12-24 16:19:18 | ERROR | ai_service.api:verify_civic_report:389 | Report verification error: 1 validation error for VerificationResponse
success
  Field required [type=missing, input_value={'status': 'nonsense', 'i...58, 'explanation': None}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.6/v/missing
2025-12-24 16:20:07 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-24 16:20:12 | INFO | ai_service.api:get_factcheck_pipeline:158 | Initializing Fact-Check Pipeline (Lazy Loading)...
2025-12-24 16:20:12 | INFO | ai_service.pipelines.fact_check:__init__:21 | FactCheck pipeline initialized
2025-12-24 16:20:12 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: On March 26, a container ship struck the Francis Scott Key Bridge in Baltimore, leading
2025-12-24 16:20:13 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: BREAKING Aliens have landed in Central Park! The Mayor is actually a lizard person. Share
2025-12-24 16:20:15 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: Taylor Swift officially endorses Donald Trump for President 2024! She was seen wearing a MAGA
2025-12-24 16:20:16 | INFO | ai_service.api:get_verification_pipeline:151 | Initializing Verification Pipeline (Lazy Loading)...
2025-12-24 16:20:16 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-24 16:20:16 | INFO | ai_service.pipelines.verification:__init__:42 | Loading Report Classifier: typeform/distilbert-base-uncased-mnli
2025-12-24 16:20:16 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: typeform/distilbert-base-uncased-mnli
2025-12-24 16:20:18 | INFO | ai_service.models.classifier:__init__:54 | Classifier loaded successfully on cpu
2025-12-24 16:20:18 | INFO | ai_service.pipelines.verification:__init__:50 | Loading News Classifier: mrm8488/bert-tiny-finetuned-fake-news-detection
2025-12-24 16:20:20 | INFO | ai_service.pipelines.verification:__init__:65 | Verification pipeline initialized
2025-12-24 16:20:21 | INFO | ai_service.models.classifier:classify:139 | Classified as 'nonsense' with confidence 0.997
2025-12-24 16:20:22 | INFO | ai_service.models.classifier:classify:139 | Classified as 'nonsense' with confidence 0.996
2025-12-24 16:21:39 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-24 16:21:57 | INFO | ai_service.api:get_factcheck_pipeline:158 | Initializing Fact-Check Pipeline (Lazy Loading)...
2025-12-24 16:21:57 | INFO | ai_service.pipelines.fact_check:__init__:21 | FactCheck pipeline initialized
2025-12-24 16:21:57 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: On March 26, a container ship struck the Francis Scott Key Bridge in Baltimore, leading
2025-12-24 16:21:59 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: BREAKING Aliens have landed in Central Park! The Mayor is actually a lizard person. Share
2025-12-24 16:22:00 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: Taylor Swift officially endorses Donald Trump for President 2024! She was seen wearing a MAGA
2025-12-24 16:22:02 | INFO | ai_service.api:get_verification_pipeline:151 | Initializing Verification Pipeline (Lazy Loading)...
2025-12-24 16:22:02 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-24 16:22:02 | INFO | ai_service.pipelines.verification:__init__:42 | Loading Report Classifier: typeform/distilbert-base-uncased-mnli
2025-12-24 16:22:02 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: typeform/distilbert-base-uncased-mnli
2025-12-24 16:22:04 | INFO | ai_service.models.classifier:__init__:54 | Classifier loaded successfully on cpu
2025-12-24 16:22:04 | INFO | ai_service.pipelines.verification:__init__:50 | Loading News Classifier: mrm8488/bert-tiny-finetuned-fake-news-detection
2025-12-24 16:22:05 | INFO | ai_service.pipelines.verification:__init__:65 | Verification pipeline initialized
2025-12-24 16:22:07 | INFO | ai_service.models.classifier:classify:139 | Classified as 'nonsense' with confidence 0.994
2025-12-24 16:22:08 | INFO | ai_service.models.classifier:classify:139 | Classified as 'nonsense' with confidence 0.930
2025-12-24 16:23:56 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-24 16:24:00 | INFO | ai_service.api:get_factcheck_pipeline:158 | Initializing Fact-Check Pipeline (Lazy Loading)...
2025-12-24 16:24:00 | INFO | ai_service.pipelines.fact_check:__init__:21 | FactCheck pipeline initialized
2025-12-24 16:24:00 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: On March 26, a container ship struck the Francis Scott Key Bridge in Baltimore, leading
2025-12-24 16:24:02 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: BREAKING Aliens have landed in Central Park! The Mayor is actually a lizard person. Share
2025-12-24 16:24:04 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: Taylor Swift officially endorses Donald Trump for President 2024! She was seen wearing a MAGA
2025-12-24 16:24:05 | INFO | ai_service.api:get_verification_pipeline:151 | Initializing Verification Pipeline (Lazy Loading)...
2025-12-24 16:24:05 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-24 16:24:05 | INFO | ai_service.pipelines.verification:__init__:42 | Loading Report Classifier: typeform/distilbert-base-uncased-mnli
2025-12-24 16:24:05 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: typeform/distilbert-base-uncased-mnli
2025-12-24 16:24:09 | INFO | ai_service.models.classifier:__init__:54 | Classifier loaded successfully on cpu
2025-12-24 16:24:09 | INFO | ai_service.pipelines.verification:__init__:50 | Loading News Classifier: mrm8488/bert-tiny-finetuned-fake-news-detection
2025-12-24 16:24:12 | INFO | ai_service.pipelines.verification:__init__:65 | Verification pipeline initialized
2025-12-24 16:24:13 | INFO | ai_service.models.classifier:classify:139 | Classified as 'nonsense' with confidence 0.999
2025-12-24 16:24:14 | INFO | ai_service.models.classifier:classify:139 | Classified as 'civic report' with confidence 0.500
2025-12-24 16:24:52 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-24 16:25:05 | INFO | ai_service.api:get_factcheck_pipeline:158 | Initializing Fact-Check Pipeline (Lazy Loading)...
2025-12-24 16:25:05 | INFO | ai_service.pipelines.fact_check:__init__:21 | FactCheck pipeline initialized
2025-12-24 16:25:05 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: On March 26, a container ship struck the Francis Scott Key Bridge in Baltimore, leading
2025-12-24 16:25:07 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: BREAKING Aliens have landed in Central Park! The Mayor is actually a lizard person. Share
2025-12-24 16:25:08 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: Taylor Swift officially endorses Donald Trump for President 2024! She was seen wearing a MAGA
2025-12-24 16:25:10 | INFO | ai_service.api:get_verification_pipeline:151 | Initializing Verification Pipeline (Lazy Loading)...
2025-12-24 16:25:10 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-24 16:25:10 | INFO | ai_service.pipelines.verification:__init__:42 | Loading Report Classifier: typeform/distilbert-base-uncased-mnli
2025-12-24 16:25:10 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: typeform/distilbert-base-uncased-mnli
2025-12-24 16:25:11 | INFO | ai_service.models.classifier:__init__:54 | Classifier loaded successfully on cpu
2025-12-24 16:25:11 | INFO | ai_service.pipelines.verification:__init__:50 | Loading News Classifier: mrm8488/bert-tiny-finetuned-fake-news-detection
2025-12-24 16:25:13 | INFO | ai_service.pipelines.verification:__init__:65 | Verification pipeline initialized
2025-12-24 16:25:14 | INFO | ai_service.models.classifier:classify:139 | Classified as 'invalid' with confidence 0.864
2025-12-24 16:25:15 | INFO | ai_service.models.classifier:classify:139 | Classified as 'invalid' with confidence 0.993
2025-12-24 16:26:21 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: On March 26, a container ship struck the Francis Scott Key Bridge in Baltimore, leading
2025-12-24 16:26:23 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: BREAKING Aliens have landed in Central Park! The Mayor is actually a lizard person. Share
2025-12-24 16:26:25 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: Taylor Swift officially endorses Donald Trump for President 2024! She was seen wearing a MAGA
2025-12-24 16:26:39 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: On March 26, a container ship struck the Francis Scott Key Bridge in Baltimore, leading
2025-12-24 16:26:40 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: BREAKING Aliens have landed in Central Park! The Mayor is actually a lizard person. Share
2025-12-24 16:26:41 | INFO | ai_service.pipelines.fact_check:verify_claim:43 | Fact checking query: Taylor Swift officially endorses Donald Trump for President 2024! She was seen wearing a MAGA
2025-12-24 16:36:51 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-24 16:37:00 | INFO | ai_service.api:get_factcheck_pipeline:158 | Initializing Fact-Check Pipeline (Lazy Loading)...
2025-12-24 16:37:00 | INFO | ai_service.pipelines.fact_check:__init__:21 | FactCheck pipeline initialized
2025-12-24 16:37:00 | INFO | ai_service.pipelines.fact_check:verify_claim:42 | Fact checking query: On March 26, a container ship struck the Francis Scott Key Bridge in Baltimore, leading news
2025-12-24 16:37:01 | INFO | ai_service.pipelines.fact_check:verify_claim:42 | Fact checking query: BREAKING Aliens have landed in Central Park! The Mayor is actually a lizard person. Share news
2025-12-24 16:37:02 | INFO | ai_service.pipelines.fact_check:verify_claim:42 | Fact checking query: Taylor Swift officially endorses Donald Trump for President 2024! She was seen wearing a MAGA news
2025-12-24 16:37:04 | INFO | ai_service.api:get_verification_pipeline:151 | Initializing Verification Pipeline (Lazy Loading)...
2025-12-24 16:37:04 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-24 16:37:04 | INFO | ai_service.pipelines.verification:__init__:42 | Loading Report Classifier: typeform/distilbert-base-uncased-mnli
2025-12-24 16:37:04 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: typeform/distilbert-base-uncased-mnli
2025-12-24 16:37:05 | INFO | ai_service.models.classifier:__init__:54 | Classifier loaded successfully on cpu
2025-12-24 16:37:05 | INFO | ai_service.pipelines.verification:__init__:50 | Loading News Classifier: mrm8488/bert-tiny-finetuned-fake-news-detection
2025-12-24 16:37:07 | INFO | ai_service.pipelines.verification:__init__:65 | Verification pipeline initialized
2025-12-24 16:37:08 | INFO | ai_service.models.classifier:classify:139 | Classified as 'irrelevant text' with confidence 0.994
2025-12-24 16:37:09 | INFO | ai_service.models.classifier:classify:139 | Classified as 'civic issue' with confidence 0.498
2025-12-24 16:38:42 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-24 16:38:46 | INFO | ai_service.api:get_factcheck_pipeline:158 | Initializing Fact-Check Pipeline (Lazy Loading)...
2025-12-24 16:38:46 | INFO | ai_service.pipelines.fact_check:__init__:21 | FactCheck pipeline initialized
2025-12-24 16:38:46 | INFO | ai_service.pipelines.fact_check:verify_claim:42 | Fact checking query: On March 26, a container ship struck the Francis Scott Key Bridge in Baltimore, leading news
2025-12-24 16:38:48 | INFO | ai_service.pipelines.fact_check:verify_claim:42 | Fact checking query: BREAKING Aliens have landed in Central Park! The Mayor is actually a lizard person. Share news
